09/10/24 10:34:53 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))

09/10/24 10:34:53 Train Loader Image Data Size: (28, 28)
09/10/24 10:34:54 (0m 00s) | [1/10000] Batch 0 (0.682s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0125 | Abs. Loss: 10.01
09/10/24 11:00:01 (10m 43s) | [11/10000] Batch 196 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9951 | Abs. Loss: 154411.57
09/10/24 11:00:01 (10m 43s) | [11/10000] Batch 197 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0260 | Abs. Loss: 154421.60
09/10/24 11:00:01 (10m 43s) | [11/10000] Batch 198 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9923 | Abs. Loss: 154431.59
09/10/24 11:00:01 (10m 43s) | [11/10000] Batch 199 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9904 | Abs. Loss: 154441.58
09/10/24 11:00:01 (10m 43s) | [11/10000] Batch 200 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0049 | Abs. Loss: 154451.58
09/10/24 11:00:01 (10m 43s) | [11/10000] Batch 201 (0.006s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0167 | Abs. Loss: 154461.60
09/10/24 11:00:01 (10m 43s) | [11/10000] Batch 202 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0164 | Abs. Loss: 154471.62
09/10/24 11:00:01 (10m 43s) | [11/10000] Batch 203 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0133 | Abs. Loss: 154481.63
09/10/24 11:00:01 (10m 44s) | [11/10000] Batch 204 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9961 | Abs. Loss: 154491.63
09/10/24 11:00:01 (10m 44s) | [11/10000] Batch 205 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0057 | Abs. Loss: 154501.63
09/10/24 11:00:01 (10m 44s) | [11/10000] Batch 206 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0322 | Abs. Loss: 154511.66
09/10/24 11:00:01 (10m 44s) | [11/10000] Batch 207 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9997 | Abs. Loss: 154521.66
09/10/24 11:00:01 (10m 44s) | [11/10000] Batch 208 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0061 | Abs. Loss: 154531.67
09/10/24 11:00:01 (10m 44s) | [11/10000] Batch 209 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9897 | Abs. Loss: 154541.66
09/10/24 11:00:01 (10m 44s) | [11/10000] Batch 210 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9986 | Abs. Loss: 154551.66
09/10/24 11:00:01 (10m 44s) | [11/10000] Batch 211 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9812 | Abs. Loss: 154561.64
09/10/24 11:00:01 (10m 44s) | [11/10000] Batch 212 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0025 | Abs. Loss: 154571.64
09/10/24 11:00:01 (10m 44s) | [11/10000] Batch 213 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0043 | Abs. Loss: 154581.65
09/10/24 11:00:01 (10m 44s) | [11/10000] Batch 214 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0281 | Abs. Loss: 154591.67
09/10/24 11:00:01 (10m 44s) | [11/10000] Batch 215 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0179 | Abs. Loss: 154601.69
09/10/24 11:00:01 (10m 44s) | [11/10000] Batch 216 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0105 | Abs. Loss: 154611.70
09/10/24 11:00:01 (10m 44s) | [11/10000] Batch 217 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0017 | Abs. Loss: 154621.70
09/10/24 11:00:01 (10m 44s) | [11/10000] Batch 218 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9999 | Abs. Loss: 154631.70
09/10/24 11:00:01 (10m 44s) | [11/10000] Batch 219 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9996 | Abs. Loss: 154641.70
09/10/24 11:00:01 (10m 44s) | [11/10000] Batch 220 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0127 | Abs. Loss: 154651.72
09/10/24 11:00:01 (10m 44s) | [11/10000] Batch 221 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0241 | Abs. Loss: 154661.74
09/10/24 11:00:01 (10m 44s) | [11/10000] Batch 222 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9864 | Abs. Loss: 154671.73
09/10/24 11:00:01 (10m 44s) | [11/10000] Batch 223 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0198 | Abs. Loss: 154681.75
09/10/24 11:00:01 (10m 44s) | [11/10000] Batch 224 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0001 | Abs. Loss: 154691.75
09/10/24 11:00:01 (10m 44s) | [11/10000] Batch 225 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9993 | Abs. Loss: 154701.75
09/10/24 11:00:02 (10m 44s) | [11/10000] Batch 226 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0161 | Abs. Loss: 154711.76
09/10/24 11:00:02 (10m 44s) | [11/10000] Batch 227 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9937 | Abs. Loss: 154721.76
09/10/24 11:00:02 (10m 44s) | [11/10000] Batch 228 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0123 | Abs. Loss: 154731.77
09/10/24 11:00:02 (10m 44s) | [11/10000] Batch 229 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9854 | Abs. Loss: 154741.75
09/10/24 11:00:02 (10m 44s) | [11/10000] Batch 230 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9871 | Abs. Loss: 154751.74
09/10/24 11:00:02 (10m 44s) | [11/10000] Batch 231 (0.006s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0084 | Abs. Loss: 154761.75
09/10/24 11:00:02 (10m 44s) | [11/10000] Batch 232 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0077 | Abs. Loss: 154771.76
09/10/24 11:00:02 (10m 44s) | [11/10000] Batch 233 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0220 | Abs. Loss: 154781.78
09/10/24 11:00:02 (10m 45s) | [11/10000] Batch 234 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9985 | Abs. Loss: 154791.78
09/10/24 11:00:02 (10m 45s) | [11/10000] Batch 235 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0254 | Abs. Loss: 154801.80
09/10/24 11:00:02 (10m 45s) | [11/10000] Batch 236 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0085 | Abs. Loss: 154811.81
09/10/24 11:00:02 (10m 45s) | [11/10000] Batch 237 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0237 | Abs. Loss: 154821.83
09/10/24 11:00:02 (10m 45s) | [11/10000] Batch 238 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0155 | Abs. Loss: 154831.85
09/10/24 11:00:02 (10m 45s) | [11/10000] Batch 239 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9826 | Abs. Loss: 154841.83
09/10/24 11:00:02 (10m 45s) | [11/10000] Batch 240 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0108 | Abs. Loss: 154851.84
09/10/24 11:00:02 (10m 45s) | [11/10000] Batch 241 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9968 | Abs. Loss: 154861.84
09/10/24 11:00:02 (10m 45s) | [11/10000] Batch 242 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0134 | Abs. Loss: 154871.85
09/10/24 11:00:02 (10m 45s) | [11/10000] Batch 243 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9999 | Abs. Loss: 154881.85
09/10/24 11:00:02 (10m 45s) | [11/10000] Batch 244 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0214 | Abs. Loss: 154891.87
09/10/24 11:00:02 (10m 45s) | [11/10000] Batch 245 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9868 | Abs. Loss: 154901.86
09/10/24 11:00:02 (10m 45s) | [11/10000] Batch 246 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9798 | Abs. Loss: 154911.84
09/10/24 11:00:02 (10m 45s) | [11/10000] Batch 247 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0099 | Abs. Loss: 154921.85
09/10/24 11:00:02 (10m 45s) | [11/10000] Batch 248 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0025 | Abs. Loss: 154931.85
09/10/24 11:00:02 (10m 45s) | [11/10000] Batch 249 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0084 | Abs. Loss: 154941.86
09/10/24 11:00:02 (10m 45s) | [11/10000] Batch 250 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0351 | Abs. Loss: 154951.90
09/10/24 11:00:02 (10m 45s) | [11/10000] Batch 251 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0129 | Abs. Loss: 154961.91
09/10/24 11:00:02 (10m 45s) | [11/10000] Batch 252 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9962 | Abs. Loss: 154971.91
09/10/24 11:00:02 (10m 45s) | [11/10000] Batch 253 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9911 | Abs. Loss: 154981.90
09/10/24 11:00:02 (10m 45s) | [11/10000] Batch 254 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0153 | Abs. Loss: 154991.91
09/10/24 11:00:02 (10m 45s) | [11/10000] Batch 255 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0111 | Abs. Loss: 155001.92
09/10/24 11:00:03 (10m 45s) | [11/10000] Batch 256 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0132 | Abs. Loss: 155011.94
09/10/24 11:00:03 (10m 45s) | [11/10000] Batch 257 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0000 | Abs. Loss: 155021.94
09/10/24 11:00:03 (10m 45s) | [11/10000] Batch 258 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0114 | Abs. Loss: 155031.95
09/10/24 11:00:03 (10m 45s) | [11/10000] Batch 259 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9877 | Abs. Loss: 155041.94
09/10/24 11:00:03 (10m 45s) | [11/10000] Batch 260 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0214 | Abs. Loss: 155051.96
09/10/24 11:00:03 (10m 45s) | [11/10000] Batch 261 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9923 | Abs. Loss: 155061.95
09/10/24 11:00:03 (10m 45s) | [11/10000] Batch 262 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9859 | Abs. Loss: 155071.94
09/10/24 11:00:03 (10m 45s) | [11/10000] Batch 263 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9936 | Abs. Loss: 155081.93
09/10/24 11:00:03 (10m 46s) | [11/10000] Batch 264 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0139 | Abs. Loss: 155091.94
09/10/24 11:00:03 (10m 46s) | [11/10000] Batch 265 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9887 | Abs. Loss: 155101.93
09/10/24 11:00:03 (10m 46s) | [11/10000] Batch 266 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0044 | Abs. Loss: 155111.94
09/10/24 11:00:03 (10m 46s) | [11/10000] Batch 267 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0139 | Abs. Loss: 155121.95
09/10/24 11:00:03 (10m 46s) | [11/10000] Batch 268 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9767 | Abs. Loss: 155131.93
09/10/24 11:00:03 (10m 46s) | [11/10000] Batch 269 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9914 | Abs. Loss: 155141.92
09/10/24 11:00:03 (10m 46s) | [11/10000] Batch 270 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0239 | Abs. Loss: 155151.94
09/10/24 11:00:03 (10m 46s) | [11/10000] Batch 271 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9867 | Abs. Loss: 155161.93
09/10/24 11:00:03 (10m 46s) | [11/10000] Batch 272 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9900 | Abs. Loss: 155171.92
09/10/24 11:00:03 (10m 46s) | [11/10000] Batch 273 (0.006s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9928 | Abs. Loss: 155181.91
09/10/24 11:00:03 (10m 46s) | [11/10000] Batch 274 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0113 | Abs. Loss: 155191.92
09/10/24 11:00:03 (10m 46s) | [11/10000] Batch 275 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9990 | Abs. Loss: 155201.92
09/10/24 11:00:03 (10m 46s) | [11/10000] Batch 276 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0040 | Abs. Loss: 155211.93
09/10/24 11:00:03 (10m 46s) | [11/10000] Batch 277 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9886 | Abs. Loss: 155221.91
09/10/24 11:00:03 (10m 46s) | [11/10000] Batch 278 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0032 | Abs. Loss: 155231.92
09/10/24 11:00:03 (10m 46s) | [11/10000] Batch 279 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9956 | Abs. Loss: 155241.91
09/10/24 11:00:03 (10m 46s) | [11/10000] Batch 280 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9962 | Abs. Loss: 155251.91
09/10/24 11:00:03 (10m 46s) | [11/10000] Batch 281 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0081 | Abs. Loss: 155261.92
09/10/24 11:00:03 (10m 46s) | [11/10000] Batch 282 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0247 | Abs. Loss: 155271.94
09/10/24 11:00:03 (10m 46s) | [11/10000] Batch 283 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9772 | Abs. Loss: 155281.92
09/10/24 11:00:03 (10m 46s) | [11/10000] Batch 284 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0201 | Abs. Loss: 155291.94
09/10/24 11:00:04 (10m 46s) | [11/10000] Batch 285 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0439 | Abs. Loss: 155301.98
09/10/24 11:00:04 (10m 46s) | [11/10000] Batch 286 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0190 | Abs. Loss: 155312.00
09/10/24 11:00:04 (10m 46s) | [11/10000] Batch 287 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0101 | Abs. Loss: 155322.01
09/10/24 11:00:04 (10m 46s) | [11/10000] Batch 288 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0127 | Abs. Loss: 155332.03
09/10/24 11:00:04 (10m 46s) | [11/10000] Batch 289 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9888 | Abs. Loss: 155342.01
09/10/24 11:00:04 (10m 46s) | [11/10000] Batch 290 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9775 | Abs. Loss: 155351.99
09/10/24 11:00:04 (10m 46s) | [11/10000] Batch 291 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9776 | Abs. Loss: 155361.97
09/10/24 11:00:04 (10m 46s) | [11/10000] Batch 292 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0161 | Abs. Loss: 155371.99
09/10/24 11:00:04 (10m 47s) | [11/10000] Batch 293 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0089 | Abs. Loss: 155381.99
09/10/24 11:00:04 (10m 47s) | [11/10000] Batch 294 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0079 | Abs. Loss: 155392.00
09/10/24 11:00:04 (10m 47s) | [11/10000] Batch 295 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0120 | Abs. Loss: 155402.01
09/10/24 11:00:04 (10m 47s) | [11/10000] Batch 296 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9815 | Abs. Loss: 155412.00
09/10/24 11:00:04 (10m 47s) | [11/10000] Batch 297 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0165 | Abs. Loss: 155422.01
09/10/24 11:00:04 (10m 47s) | [11/10000] Batch 298 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0155 | Abs. Loss: 155432.03
09/10/24 11:00:04 (10m 47s) | [11/10000] Batch 299 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0121 | Abs. Loss: 155442.04
09/10/24 11:00:04 (10m 47s) | [11/10000] Batch 300 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9906 | Abs. Loss: 155452.03
09/10/24 11:00:04 (10m 47s) | [11/10000] Batch 301 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0049 | Abs. Loss: 155462.04
09/10/24 11:00:04 (10m 47s) | [11/10000] Batch 302 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0111 | Abs. Loss: 155472.05
09/10/24 11:00:04 (10m 47s) | [11/10000] Batch 303 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9859 | Abs. Loss: 155482.03
09/10/24 11:00:04 (10m 47s) | [11/10000] Batch 304 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0100 | Abs. Loss: 155492.04
09/10/24 11:00:04 (10m 47s) | [11/10000] Batch 305 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9868 | Abs. Loss: 155502.03
09/10/24 11:00:04 (10m 47s) | [11/10000] Batch 306 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0046 | Abs. Loss: 155512.03
09/10/24 11:00:04 (10m 47s) | [11/10000] Batch 307 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0087 | Abs. Loss: 155522.04
09/10/24 11:00:04 (10m 47s) | [11/10000] Batch 308 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0050 | Abs. Loss: 155532.05
09/10/24 11:00:04 (10m 47s) | [11/10000] Batch 309 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0211 | Abs. Loss: 155542.07
09/10/24 11:00:04 (10m 47s) | [11/10000] Batch 310 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0040 | Abs. Loss: 155552.07
09/10/24 11:00:04 (10m 47s) | [11/10000] Batch 311 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0015 | Abs. Loss: 155562.07
09/10/24 11:00:04 (10m 47s) | [11/10000] Batch 312 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9975 | Abs. Loss: 155572.07
09/10/24 11:00:04 (10m 47s) | [11/10000] Batch 313 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0034 | Abs. Loss: 155582.08
09/10/24 11:00:05 (10m 47s) | [11/10000] Batch 314 (0.006s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0177 | Abs. Loss: 155592.09
09/10/24 11:00:05 (10m 47s) | [11/10000] Batch 315 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9917 | Abs. Loss: 155602.08
09/10/24 11:00:05 (10m 47s) | [11/10000] Batch 316 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9793 | Abs. Loss: 155612.06
09/10/24 11:00:05 (10m 47s) | [11/10000] Batch 317 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0270 | Abs. Loss: 155622.09
09/10/24 11:00:05 (10m 47s) | [11/10000] Batch 318 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0315 | Abs. Loss: 155632.12
09/10/24 11:00:05 (10m 47s) | [11/10000] Batch 319 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0081 | Abs. Loss: 155642.13
09/10/24 11:00:05 (10m 47s) | [11/10000] Batch 320 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9809 | Abs. Loss: 155652.11
09/10/24 11:00:05 (10m 47s) | [11/10000] Batch 321 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0166 | Abs. Loss: 155662.13
09/10/24 11:00:05 (10m 48s) | [11/10000] Batch 322 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0172 | Abs. Loss: 155672.15
09/10/24 11:00:05 (10m 48s) | [11/10000] Batch 323 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9843 | Abs. Loss: 155682.13
09/10/24 11:00:05 (10m 48s) | [11/10000] Batch 324 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0025 | Abs. Loss: 155692.13
09/10/24 11:00:05 (10m 48s) | [11/10000] Batch 325 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0100 | Abs. Loss: 155702.14
09/10/24 11:00:05 (10m 48s) | [11/10000] Batch 326 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0321 | Abs. Loss: 155712.17
09/10/24 11:00:05 (10m 48s) | [11/10000] Batch 327 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0324 | Abs. Loss: 155722.21
09/10/24 11:00:05 (10m 48s) | [11/10000] Batch 328 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0160 | Abs. Loss: 155732.22
09/10/24 11:00:05 (10m 48s) | [11/10000] Batch 329 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9890 | Abs. Loss: 155742.21
09/10/24 11:00:05 (10m 48s) | [11/10000] Batch 330 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9975 | Abs. Loss: 155752.21
09/10/24 11:00:05 (10m 48s) | [11/10000] Batch 331 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9718 | Abs. Loss: 155762.18
09/10/24 11:00:05 (10m 48s) | [11/10000] Batch 332 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9760 | Abs. Loss: 155772.16
09/10/24 11:00:05 (10m 48s) | [11/10000] Batch 333 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9976 | Abs. Loss: 155782.15
09/10/24 11:00:05 (10m 48s) | [11/10000] Batch 334 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9944 | Abs. Loss: 155792.15
09/10/24 11:00:05 (10m 48s) | [11/10000] Batch 335 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9839 | Abs. Loss: 155802.13
09/10/24 11:00:05 (10m 48s) | [11/10000] Batch 336 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0108 | Abs. Loss: 155812.14
09/10/24 11:00:05 (10m 48s) | [11/10000] Batch 337 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0072 | Abs. Loss: 155822.15
09/10/24 11:00:05 (10m 48s) | [11/10000] Batch 338 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9917 | Abs. Loss: 155832.14
