09/11/24 22:42:40 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 8), ('leak', 0.99), ('drop', 0.5), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 8), ('leak', 0.99), ('drop', 0.5))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 8), ('leak', 0.99), ('drop', 0.5))

09/11/24 22:42:40 Train Loader Image Data Size: (28, 28)
09/11/24 22:42:41 (0m 00s) | [1/10000] Batch 0 (0.699s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 1.011313 | Abs. Loss: 1.01
09/11/24 22:54:01 (11m 20s) | [10/10000] Batch 255 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973279 | Abs. Loss: 14326.36
09/11/24 22:54:01 (11m 20s) | [10/10000] Batch 256 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973284 | Abs. Loss: 14327.33
09/11/24 22:54:01 (11m 20s) | [10/10000] Batch 257 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973277 | Abs. Loss: 14328.31
09/11/24 22:54:01 (11m 20s) | [10/10000] Batch 258 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973267 | Abs. Loss: 14329.28
09/11/24 22:54:01 (11m 20s) | [10/10000] Batch 259 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973307 | Abs. Loss: 14330.25
09/11/24 22:54:01 (11m 20s) | [10/10000] Batch 260 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973267 | Abs. Loss: 14331.23
09/11/24 22:54:01 (11m 20s) | [10/10000] Batch 261 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973365 | Abs. Loss: 14332.20
09/11/24 22:54:01 (11m 20s) | [10/10000] Batch 262 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973238 | Abs. Loss: 14333.17
09/11/24 22:54:01 (11m 20s) | [10/10000] Batch 263 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973256 | Abs. Loss: 14334.15
09/11/24 22:54:01 (11m 20s) | [10/10000] Batch 264 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973305 | Abs. Loss: 14335.12
09/11/24 22:54:01 (11m 21s) | [10/10000] Batch 265 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973319 | Abs. Loss: 14336.09
09/11/24 22:54:01 (11m 21s) | [10/10000] Batch 266 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973286 | Abs. Loss: 14337.07
09/11/24 22:54:01 (11m 21s) | [10/10000] Batch 267 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973343 | Abs. Loss: 14338.04
09/11/24 22:54:01 (11m 21s) | [10/10000] Batch 268 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973242 | Abs. Loss: 14339.01
09/11/24 22:54:01 (11m 21s) | [10/10000] Batch 269 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973217 | Abs. Loss: 14339.99
09/11/24 22:54:01 (11m 21s) | [10/10000] Batch 270 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973321 | Abs. Loss: 14340.96
09/11/24 22:54:01 (11m 21s) | [10/10000] Batch 271 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973312 | Abs. Loss: 14341.93
09/11/24 22:54:01 (11m 21s) | [10/10000] Batch 272 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973228 | Abs. Loss: 14342.91
09/11/24 22:54:01 (11m 21s) | [10/10000] Batch 273 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973313 | Abs. Loss: 14343.88
09/11/24 22:54:01 (11m 21s) | [10/10000] Batch 274 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973263 | Abs. Loss: 14344.85
09/11/24 22:54:02 (11m 21s) | [10/10000] Batch 275 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973317 | Abs. Loss: 14345.83
09/11/24 22:54:02 (11m 21s) | [10/10000] Batch 276 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973326 | Abs. Loss: 14346.80
09/11/24 22:54:02 (11m 21s) | [10/10000] Batch 277 (0.007s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973282 | Abs. Loss: 14347.77
09/11/24 22:54:02 (11m 21s) | [10/10000] Batch 278 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973279 | Abs. Loss: 14348.75
09/11/24 22:54:02 (11m 21s) | [10/10000] Batch 279 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973248 | Abs. Loss: 14349.72
09/11/24 22:54:02 (11m 21s) | [10/10000] Batch 280 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973302 | Abs. Loss: 14350.69
09/11/24 22:54:02 (11m 21s) | [10/10000] Batch 281 (0.007s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973293 | Abs. Loss: 14351.67
09/11/24 22:54:02 (11m 21s) | [10/10000] Batch 282 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973309 | Abs. Loss: 14352.64
09/11/24 22:54:02 (11m 21s) | [10/10000] Batch 283 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973332 | Abs. Loss: 14353.61
09/11/24 22:54:02 (11m 21s) | [10/10000] Batch 284 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973307 | Abs. Loss: 14354.59
09/11/24 22:54:02 (11m 21s) | [10/10000] Batch 285 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973320 | Abs. Loss: 14355.56
09/11/24 22:54:02 (11m 21s) | [10/10000] Batch 286 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973267 | Abs. Loss: 14356.53
09/11/24 22:54:02 (11m 21s) | [10/10000] Batch 287 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973328 | Abs. Loss: 14357.51
09/11/24 22:54:02 (11m 21s) | [10/10000] Batch 288 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973309 | Abs. Loss: 14358.48
09/11/24 22:54:02 (11m 21s) | [10/10000] Batch 289 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973371 | Abs. Loss: 14359.45
09/11/24 22:54:02 (11m 21s) | [10/10000] Batch 290 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973231 | Abs. Loss: 14360.43
09/11/24 22:54:02 (11m 21s) | [10/10000] Batch 291 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973260 | Abs. Loss: 14361.40
09/11/24 22:54:02 (11m 22s) | [10/10000] Batch 292 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973295 | Abs. Loss: 14362.37
09/11/24 22:54:02 (11m 22s) | [10/10000] Batch 293 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973286 | Abs. Loss: 14363.35
09/11/24 22:54:02 (11m 22s) | [10/10000] Batch 294 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973275 | Abs. Loss: 14364.32
09/11/24 22:54:02 (11m 22s) | [10/10000] Batch 295 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973293 | Abs. Loss: 14365.29
09/11/24 22:54:02 (11m 22s) | [10/10000] Batch 296 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973290 | Abs. Loss: 14366.27
09/11/24 22:54:02 (11m 22s) | [10/10000] Batch 297 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973318 | Abs. Loss: 14367.24
09/11/24 22:54:02 (11m 22s) | [10/10000] Batch 298 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973301 | Abs. Loss: 14368.21
09/11/24 22:54:02 (11m 22s) | [10/10000] Batch 299 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973275 | Abs. Loss: 14369.19
09/11/24 22:54:02 (11m 22s) | [10/10000] Batch 300 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973257 | Abs. Loss: 14370.16
09/11/24 22:54:02 (11m 22s) | [10/10000] Batch 301 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973318 | Abs. Loss: 14371.13
09/11/24 22:54:03 (11m 22s) | [10/10000] Batch 302 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973313 | Abs. Loss: 14372.11
09/11/24 22:54:03 (11m 22s) | [10/10000] Batch 303 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973271 | Abs. Loss: 14373.08
09/11/24 22:54:03 (11m 22s) | [10/10000] Batch 304 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973285 | Abs. Loss: 14374.05
09/11/24 22:54:03 (11m 22s) | [10/10000] Batch 305 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973260 | Abs. Loss: 14375.03
09/11/24 22:54:03 (11m 22s) | [10/10000] Batch 306 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973318 | Abs. Loss: 14376.00
09/11/24 22:54:03 (11m 22s) | [10/10000] Batch 307 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973269 | Abs. Loss: 14376.97
09/11/24 22:54:03 (11m 22s) | [10/10000] Batch 308 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973376 | Abs. Loss: 14377.95
09/11/24 22:54:03 (11m 22s) | [10/10000] Batch 309 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973297 | Abs. Loss: 14378.92
09/11/24 22:54:03 (11m 22s) | [10/10000] Batch 310 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973322 | Abs. Loss: 14379.89
09/11/24 22:54:03 (11m 22s) | [10/10000] Batch 311 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973302 | Abs. Loss: 14380.87
09/11/24 22:54:03 (11m 22s) | [10/10000] Batch 312 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973300 | Abs. Loss: 14381.84
09/11/24 22:54:03 (11m 22s) | [10/10000] Batch 313 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973210 | Abs. Loss: 14382.81
09/11/24 22:54:03 (11m 22s) | [10/10000] Batch 314 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973320 | Abs. Loss: 14383.79
09/11/24 22:54:03 (11m 22s) | [10/10000] Batch 315 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973274 | Abs. Loss: 14384.76
09/11/24 22:54:03 (11m 22s) | [10/10000] Batch 316 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973293 | Abs. Loss: 14385.73
09/11/24 22:54:03 (11m 22s) | [10/10000] Batch 317 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973249 | Abs. Loss: 14386.71
09/11/24 22:54:03 (11m 22s) | [10/10000] Batch 318 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973260 | Abs. Loss: 14387.68
09/11/24 22:54:03 (11m 23s) | [10/10000] Batch 319 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973216 | Abs. Loss: 14388.65
09/11/24 22:54:03 (11m 23s) | [10/10000] Batch 320 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973289 | Abs. Loss: 14389.62
09/11/24 22:54:03 (11m 23s) | [10/10000] Batch 321 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973251 | Abs. Loss: 14390.60
09/11/24 22:54:03 (11m 23s) | [10/10000] Batch 322 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973245 | Abs. Loss: 14391.57
09/11/24 22:54:03 (11m 23s) | [10/10000] Batch 323 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973259 | Abs. Loss: 14392.54
09/11/24 22:54:03 (11m 23s) | [10/10000] Batch 324 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973223 | Abs. Loss: 14393.52
09/11/24 22:54:03 (11m 23s) | [10/10000] Batch 325 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973327 | Abs. Loss: 14394.49
09/11/24 22:54:03 (11m 23s) | [10/10000] Batch 326 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973308 | Abs. Loss: 14395.46
09/11/24 22:54:03 (11m 23s) | [10/10000] Batch 327 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973250 | Abs. Loss: 14396.44
09/11/24 22:54:03 (11m 23s) | [10/10000] Batch 328 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973260 | Abs. Loss: 14397.41
09/11/24 22:54:04 (11m 23s) | [10/10000] Batch 329 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973332 | Abs. Loss: 14398.38
09/11/24 22:54:04 (11m 23s) | [10/10000] Batch 330 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973285 | Abs. Loss: 14399.36
09/11/24 22:54:04 (11m 23s) | [10/10000] Batch 331 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973211 | Abs. Loss: 14400.33
09/11/24 22:54:04 (11m 23s) | [10/10000] Batch 332 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973279 | Abs. Loss: 14401.30
09/11/24 22:54:04 (11m 23s) | [10/10000] Batch 333 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973347 | Abs. Loss: 14402.28
09/11/24 22:54:04 (11m 23s) | [10/10000] Batch 334 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973281 | Abs. Loss: 14403.25
09/11/24 22:54:04 (11m 23s) | [10/10000] Batch 335 (0.007s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973324 | Abs. Loss: 14404.22
09/11/24 22:54:04 (11m 23s) | [10/10000] Batch 336 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973331 | Abs. Loss: 14405.20
09/11/24 22:54:04 (11m 23s) | [10/10000] Batch 337 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973270 | Abs. Loss: 14406.17
09/11/24 22:54:04 (11m 23s) | [10/10000] Batch 338 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973251 | Abs. Loss: 14407.14
09/11/24 22:54:04 (11m 23s) | [10/10000] Batch 339 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973307 | Abs. Loss: 14408.12
09/11/24 22:54:04 (11m 23s) | [10/10000] Batch 340 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973299 | Abs. Loss: 14409.09
09/11/24 22:54:04 (11m 23s) | [10/10000] Batch 341 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973263 | Abs. Loss: 14410.06
09/11/24 22:54:04 (11m 23s) | [10/10000] Batch 342 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973290 | Abs. Loss: 14411.04
09/11/24 22:54:04 (11m 23s) | [10/10000] Batch 343 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973278 | Abs. Loss: 14412.01
09/11/24 22:54:04 (11m 23s) | [10/10000] Batch 344 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973226 | Abs. Loss: 14412.98
09/11/24 22:54:04 (11m 23s) | [10/10000] Batch 345 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973301 | Abs. Loss: 14413.96
09/11/24 22:54:04 (11m 24s) | [10/10000] Batch 346 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973282 | Abs. Loss: 14414.93
09/11/24 22:54:04 (11m 24s) | [10/10000] Batch 347 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973280 | Abs. Loss: 14415.90
09/11/24 22:54:04 (11m 24s) | [10/10000] Batch 348 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973329 | Abs. Loss: 14416.88
09/11/24 22:54:04 (11m 24s) | [10/10000] Batch 349 (0.007s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973353 | Abs. Loss: 14417.85
09/11/24 22:54:04 (11m 24s) | [10/10000] Batch 350 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973306 | Abs. Loss: 14418.82
09/11/24 22:54:04 (11m 24s) | [10/10000] Batch 351 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973325 | Abs. Loss: 14419.80
09/11/24 22:54:04 (11m 24s) | [10/10000] Batch 352 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973258 | Abs. Loss: 14420.77
09/11/24 22:54:04 (11m 24s) | [10/10000] Batch 353 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973278 | Abs. Loss: 14421.74
09/11/24 22:54:04 (11m 24s) | [10/10000] Batch 354 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973238 | Abs. Loss: 14422.72
09/11/24 22:54:04 (11m 24s) | [10/10000] Batch 355 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973311 | Abs. Loss: 14423.69
09/11/24 22:54:05 (11m 24s) | [10/10000] Batch 356 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973305 | Abs. Loss: 14424.66
09/11/24 22:54:05 (11m 24s) | [10/10000] Batch 357 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973224 | Abs. Loss: 14425.64
09/11/24 22:54:05 (11m 24s) | [10/10000] Batch 358 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973305 | Abs. Loss: 14426.61
09/11/24 22:54:05 (11m 24s) | [10/10000] Batch 359 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973277 | Abs. Loss: 14427.58
09/11/24 22:54:05 (11m 24s) | [10/10000] Batch 360 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973402 | Abs. Loss: 14428.56
09/11/24 22:54:05 (11m 24s) | [10/10000] Batch 361 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973306 | Abs. Loss: 14429.53
09/11/24 22:54:05 (11m 24s) | [10/10000] Batch 362 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973198 | Abs. Loss: 14430.50
09/11/24 22:54:05 (11m 24s) | [10/10000] Batch 363 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973239 | Abs. Loss: 14431.48
09/11/24 22:54:05 (11m 24s) | [10/10000] Batch 364 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973227 | Abs. Loss: 14432.45
09/11/24 22:54:05 (11m 24s) | [10/10000] Batch 365 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973299 | Abs. Loss: 14433.42
09/11/24 22:54:05 (11m 24s) | [10/10000] Batch 366 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973322 | Abs. Loss: 14434.40
09/11/24 22:54:05 (11m 24s) | [10/10000] Batch 367 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973293 | Abs. Loss: 14435.37
09/11/24 22:54:05 (11m 24s) | [10/10000] Batch 368 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973308 | Abs. Loss: 14436.34
09/11/24 22:54:05 (11m 24s) | [10/10000] Batch 369 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973299 | Abs. Loss: 14437.32
09/11/24 22:54:05 (11m 24s) | [10/10000] Batch 370 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973298 | Abs. Loss: 14438.29
09/11/24 22:54:05 (11m 24s) | [10/10000] Batch 371 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973291 | Abs. Loss: 14439.26
09/11/24 22:54:05 (11m 24s) | [10/10000] Batch 372 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973296 | Abs. Loss: 14440.24
09/11/24 22:54:05 (11m 25s) | [10/10000] Batch 373 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973311 | Abs. Loss: 14441.21
09/11/24 22:54:05 (11m 25s) | [10/10000] Batch 374 (0.007s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973266 | Abs. Loss: 14442.18
09/11/24 22:54:05 (11m 25s) | [10/10000] Batch 375 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973332 | Abs. Loss: 14443.16
09/11/24 22:54:05 (11m 25s) | [10/10000] Batch 376 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973221 | Abs. Loss: 14444.13
09/11/24 22:54:05 (11m 25s) | [10/10000] Batch 377 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973187 | Abs. Loss: 14445.10
09/11/24 22:54:05 (11m 25s) | [10/10000] Batch 378 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973285 | Abs. Loss: 14446.08
09/11/24 22:54:05 (11m 25s) | [10/10000] Batch 379 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973305 | Abs. Loss: 14447.05
09/11/24 22:54:05 (11m 25s) | [10/10000] Batch 380 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973252 | Abs. Loss: 14448.02
09/11/24 22:54:05 (11m 25s) | [10/10000] Batch 381 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973304 | Abs. Loss: 14449.00
09/11/24 22:54:05 (11m 25s) | [10/10000] Batch 382 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973290 | Abs. Loss: 14449.97
09/11/24 22:54:06 (11m 25s) | [10/10000] Batch 383 (0.007s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973253 | Abs. Loss: 14450.94
09/11/24 22:54:06 (11m 25s) | [10/10000] Batch 384 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973352 | Abs. Loss: 14451.92
09/11/24 22:54:06 (11m 25s) | [10/10000] Batch 385 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973296 | Abs. Loss: 14452.89
09/11/24 22:54:06 (11m 25s) | [10/10000] Batch 386 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973273 | Abs. Loss: 14453.86
09/11/24 22:54:06 (11m 25s) | [10/10000] Batch 387 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973292 | Abs. Loss: 14454.83
09/11/24 22:54:06 (11m 25s) | [10/10000] Batch 388 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973305 | Abs. Loss: 14455.81
09/11/24 22:54:06 (11m 25s) | [10/10000] Batch 389 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973267 | Abs. Loss: 14456.78
09/11/24 22:54:06 (11m 25s) | [10/10000] Batch 390 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973284 | Abs. Loss: 14457.75
09/11/24 22:54:06 (11m 25s) | [10/10000] Batch 391 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973314 | Abs. Loss: 14458.73
09/11/24 22:54:06 (11m 25s) | [10/10000] Batch 392 (0.005s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973284 | Abs. Loss: 14459.70
09/11/24 22:54:06 (11m 25s) | [10/10000] Batch 393 (0.006s) | LR: 1e-06 | KLW: 0.1, Rec. Loss: 0.973 | Loss: 0.973197 | Abs. Loss: 14460.67
