10/04/24 22:56:10 Textual logger initiated. Now configuring tensorboard writer.
10/04/24 22:56:10 Tensorboard writers created. Tensorboard logs will be saved to "./Training Logs/10-04-24__22-56-10/tensorboard".
10/04/24 22:56:10 Starting Tensorboard thread...
10/04/24 22:56:14 Tensorboard is ready at http://localhost:6006/.
10/04/24 22:56:14 Continuing to training script...
10/04/24 22:56:17 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('h_dim', 1024), ('latent_dim', 128))
10/04/24 22:56:17 Train Loader Image Data Size: (28, 28)
10/04/24 22:56:18 (0:00:00.80) | [1/10000] Batch 0 (0.769s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 15058.193, Rec. Loss: 14631.21289062 | Total Loss: 14646.27148438
10/04/24 23:04:11 (0:07:54.21) | [3/10000] Batch 162 (0.007s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10012.979, Rec. Loss: 12872.00292969 | Total Loss: 12902.04199219
10/04/24 23:04:11 (0:07:54.24) | [3/10000] Batch 163 (0.007s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 11083.841, Rec. Loss: 14202.45214844 | Total Loss: 14235.70410156
10/04/24 23:04:11 (0:07:54.28) | [3/10000] Batch 164 (0.006s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 11279.562, Rec. Loss: 14463.70605469 | Total Loss: 14497.54492188
10/04/24 23:04:11 (0:07:54.31) | [3/10000] Batch 165 (0.007s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 11072.258, Rec. Loss: 14214.29882812 | Total Loss: 14247.51562500
10/04/24 23:04:11 (0:07:54.35) | [3/10000] Batch 166 (0.006s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10219.988, Rec. Loss: 13099.24609375 | Total Loss: 13129.90625000
10/04/24 23:04:11 (0:07:54.39) | [3/10000] Batch 167 (0.006s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10905.268, Rec. Loss: 14030.32519531 | Total Loss: 14063.04101562
10/04/24 23:04:11 (0:07:54.42) | [3/10000] Batch 168 (0.006s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10616.921, Rec. Loss: 13671.44140625 | Total Loss: 13703.29199219
10/04/24 23:04:11 (0:07:54.46) | [3/10000] Batch 169 (0.006s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 11103.617, Rec. Loss: 14298.29394531 | Total Loss: 14331.60449219
10/04/24 23:04:11 (0:07:54.50) | [3/10000] Batch 170 (0.006s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10267.705, Rec. Loss: 13139.04980469 | Total Loss: 13169.85253906
10/04/24 23:04:11 (0:07:54.53) | [3/10000] Batch 171 (0.006s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10192.406, Rec. Loss: 13092.99511719 | Total Loss: 13123.57226562
10/04/24 23:04:11 (0:07:54.57) | [3/10000] Batch 172 (0.007s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10313.629, Rec. Loss: 13263.77050781 | Total Loss: 13294.71093750
10/04/24 23:04:11 (0:07:54.60) | [3/10000] Batch 173 (0.006s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10405.105, Rec. Loss: 13382.74902344 | Total Loss: 13413.96386719
10/04/24 23:04:11 (0:07:54.64) | [3/10000] Batch 174 (0.006s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10053.660, Rec. Loss: 12910.11914062 | Total Loss: 12940.28027344
10/04/24 23:04:12 (0:07:54.68) | [3/10000] Batch 175 (0.007s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9633.779, Rec. Loss: 12330.61523438 | Total Loss: 12359.51660156
10/04/24 23:04:12 (0:07:54.71) | [3/10000] Batch 176 (0.006s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9302.076, Rec. Loss: 11914.78515625 | Total Loss: 11942.69140625
10/04/24 23:04:12 (0:07:54.75) | [3/10000] Batch 177 (0.006s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9759.348, Rec. Loss: 12513.48437500 | Total Loss: 12542.76269531
10/04/24 23:04:12 (0:07:54.79) | [3/10000] Batch 178 (0.007s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9752.760, Rec. Loss: 12526.87109375 | Total Loss: 12556.12890625
10/04/24 23:04:12 (0:07:54.82) | [3/10000] Batch 179 (0.007s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9861.922, Rec. Loss: 12594.77441406 | Total Loss: 12624.36035156
10/04/24 23:04:12 (0:07:54.86) | [3/10000] Batch 180 (0.006s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9708.447, Rec. Loss: 12487.78515625 | Total Loss: 12516.91015625
10/04/24 23:04:12 (0:07:54.89) | [3/10000] Batch 181 (0.006s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10379.703, Rec. Loss: 13277.76757812 | Total Loss: 13308.90625000
10/04/24 23:04:12 (0:07:54.93) | [3/10000] Batch 182 (0.006s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9374.910, Rec. Loss: 11947.36132812 | Total Loss: 11975.48632812
10/04/24 23:04:12 (0:07:54.97) | [3/10000] Batch 183 (0.006s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10389.549, Rec. Loss: 13342.15820312 | Total Loss: 13373.32714844
10/04/24 23:04:12 (0:07:55.01) | [3/10000] Batch 184 (0.006s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9365.346, Rec. Loss: 12001.06054688 | Total Loss: 12029.15625000
10/04/24 23:04:12 (0:07:55.04) | [3/10000] Batch 185 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10284.713, Rec. Loss: 13256.56835938 | Total Loss: 13287.42285156
10/04/24 23:04:12 (0:07:55.08) | [3/10000] Batch 186 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9648.977, Rec. Loss: 12415.01367188 | Total Loss: 12443.96093750
10/04/24 23:04:12 (0:07:55.12) | [3/10000] Batch 187 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10528.762, Rec. Loss: 13494.07324219 | Total Loss: 13525.65917969
10/04/24 23:04:12 (0:07:55.16) | [3/10000] Batch 188 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 11153.110, Rec. Loss: 14390.33496094 | Total Loss: 14423.79394531
10/04/24 23:04:12 (0:07:55.20) | [3/10000] Batch 189 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10883.661, Rec. Loss: 13977.86132812 | Total Loss: 14010.51269531
10/04/24 23:04:12 (0:07:55.24) | [3/10000] Batch 190 (0.010s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 11289.626, Rec. Loss: 14562.32324219 | Total Loss: 14596.19238281
10/04/24 23:04:12 (0:07:55.28) | [3/10000] Batch 191 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10671.236, Rec. Loss: 13717.01855469 | Total Loss: 13749.03222656
10/04/24 23:04:12 (0:07:55.32) | [3/10000] Batch 192 (0.010s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 11637.427, Rec. Loss: 14996.69921875 | Total Loss: 15031.61132812
10/04/24 23:04:12 (0:07:55.37) | [3/10000] Batch 193 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10394.976, Rec. Loss: 13408.11523438 | Total Loss: 13439.29980469
10/04/24 23:04:12 (0:07:55.41) | [3/10000] Batch 194 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10710.539, Rec. Loss: 13784.51562500 | Total Loss: 13816.64746094
10/04/24 23:04:12 (0:07:55.45) | [3/10000] Batch 195 (0.010s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10579.787, Rec. Loss: 13583.06054688 | Total Loss: 13614.79980469
10/04/24 23:04:12 (0:07:55.53) | [3/10000] Batch 196 (0.010s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9789.824, Rec. Loss: 12571.70996094 | Total Loss: 12601.07910156
10/04/24 23:04:13 (0:07:55.70) | [3/10000] Batch 197 (0.010s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9996.688, Rec. Loss: 12879.48535156 | Total Loss: 12909.47558594
10/04/24 23:04:13 (0:07:55.75) | [3/10000] Batch 198 (0.011s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9943.927, Rec. Loss: 12822.31933594 | Total Loss: 12852.15136719
10/04/24 23:04:13 (0:07:55.79) | [3/10000] Batch 199 (0.010s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9630.829, Rec. Loss: 12442.29394531 | Total Loss: 12471.18652344
10/04/24 23:04:13 (0:07:55.83) | [3/10000] Batch 200 (0.011s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10441.199, Rec. Loss: 13501.80859375 | Total Loss: 13533.13183594
10/04/24 23:04:13 (0:07:55.87) | [3/10000] Batch 201 (0.010s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10284.498, Rec. Loss: 13273.46484375 | Total Loss: 13304.31835938
10/04/24 23:04:13 (0:07:55.91) | [3/10000] Batch 202 (0.011s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10736.010, Rec. Loss: 13871.22460938 | Total Loss: 13903.43261719
10/04/24 23:04:13 (0:07:55.95) | [3/10000] Batch 203 (0.010s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 11035.192, Rec. Loss: 14255.55273438 | Total Loss: 14288.65820312
10/04/24 23:04:13 (0:07:55.99) | [3/10000] Batch 204 (0.010s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10533.448, Rec. Loss: 13603.34570312 | Total Loss: 13634.94628906
10/04/24 23:04:13 (0:07:56.03) | [3/10000] Batch 205 (0.011s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 11263.598, Rec. Loss: 14542.51074219 | Total Loss: 14576.30175781
10/04/24 23:04:13 (0:07:56.07) | [3/10000] Batch 206 (0.012s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 11270.029, Rec. Loss: 14509.66210938 | Total Loss: 14543.47265625
10/04/24 23:04:13 (0:07:56.11) | [3/10000] Batch 207 (0.011s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9842.272, Rec. Loss: 12651.43359375 | Total Loss: 12680.95996094
10/04/24 23:04:13 (0:07:56.16) | [3/10000] Batch 208 (0.011s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10376.223, Rec. Loss: 13362.25488281 | Total Loss: 13393.38378906
10/04/24 23:04:13 (0:07:56.20) | [3/10000] Batch 209 (0.010s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9782.459, Rec. Loss: 12588.05078125 | Total Loss: 12617.39843750
10/04/24 23:04:13 (0:07:56.24) | [3/10000] Batch 210 (0.011s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9663.868, Rec. Loss: 12512.30175781 | Total Loss: 12541.29296875
10/04/24 23:04:13 (0:07:56.28) | [3/10000] Batch 211 (0.011s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10125.086, Rec. Loss: 13063.39257812 | Total Loss: 13093.76757812
10/04/24 23:04:13 (0:07:56.32) | [3/10000] Batch 212 (0.011s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10210.012, Rec. Loss: 13184.71875000 | Total Loss: 13215.34863281
10/04/24 23:04:13 (0:07:56.36) | [3/10000] Batch 213 (0.010s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10421.693, Rec. Loss: 13437.95703125 | Total Loss: 13469.22167969
10/04/24 23:04:13 (0:07:56.40) | [3/10000] Batch 214 (0.010s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 11555.742, Rec. Loss: 14933.73339844 | Total Loss: 14968.40039062
10/04/24 23:04:13 (0:07:56.44) | [3/10000] Batch 215 (0.012s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 11086.079, Rec. Loss: 14278.88183594 | Total Loss: 14312.13964844
10/04/24 23:04:13 (0:07:56.49) | [3/10000] Batch 216 (0.012s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10031.789, Rec. Loss: 12947.56933594 | Total Loss: 12977.66503906
10/04/24 23:04:13 (0:07:56.53) | [3/10000] Batch 217 (0.011s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 11272.626, Rec. Loss: 14528.02929688 | Total Loss: 14561.84765625
10/04/24 23:04:13 (0:07:56.57) | [3/10000] Batch 218 (0.011s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10505.197, Rec. Loss: 13513.90332031 | Total Loss: 13545.41894531
10/04/24 23:04:13 (0:07:56.61) | [3/10000] Batch 219 (0.011s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10775.139, Rec. Loss: 13948.69726562 | Total Loss: 13981.02246094
10/04/24 23:04:13 (0:07:56.65) | [3/10000] Batch 220 (0.012s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 11309.490, Rec. Loss: 14562.31347656 | Total Loss: 14596.24218750
10/04/24 23:04:14 (0:07:56.70) | [3/10000] Batch 221 (0.011s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10149.445, Rec. Loss: 13074.63671875 | Total Loss: 13105.08496094
10/04/24 23:04:14 (0:07:56.75) | [3/10000] Batch 222 (0.011s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10195.053, Rec. Loss: 13198.84960938 | Total Loss: 13229.43457031
10/04/24 23:04:14 (0:07:56.79) | [3/10000] Batch 223 (0.011s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9899.648, Rec. Loss: 12753.60644531 | Total Loss: 12783.30566406
10/04/24 23:04:14 (0:07:56.84) | [3/10000] Batch 224 (0.012s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10344.830, Rec. Loss: 13354.62890625 | Total Loss: 13385.66308594
10/04/24 23:04:14 (0:07:56.88) | [3/10000] Batch 225 (0.011s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10917.370, Rec. Loss: 14030.89648438 | Total Loss: 14063.64843750
10/04/24 23:04:14 (0:07:56.92) | [3/10000] Batch 226 (0.011s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10027.955, Rec. Loss: 12984.16015625 | Total Loss: 13014.24414062
10/04/24 23:04:14 (0:07:56.96) | [3/10000] Batch 227 (0.012s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10616.833, Rec. Loss: 13733.17871094 | Total Loss: 13765.02929688
10/04/24 23:04:14 (0:07:57.00) | [3/10000] Batch 228 (0.011s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10255.252, Rec. Loss: 13203.64355469 | Total Loss: 13234.40917969
10/04/24 23:04:14 (0:07:57.05) | [3/10000] Batch 229 (0.012s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9835.962, Rec. Loss: 12738.72265625 | Total Loss: 12768.23046875
10/04/24 23:04:14 (0:07:57.09) | [3/10000] Batch 230 (0.013s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 11220.901, Rec. Loss: 14466.91308594 | Total Loss: 14500.57617188
10/04/24 23:04:14 (0:07:57.13) | [3/10000] Batch 231 (0.013s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 11544.273, Rec. Loss: 14884.00292969 | Total Loss: 14918.63574219
10/04/24 23:04:14 (0:07:57.18) | [3/10000] Batch 232 (0.013s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10574.773, Rec. Loss: 13684.56445312 | Total Loss: 13716.28906250
10/04/24 23:04:14 (0:07:57.22) | [3/10000] Batch 233 (0.012s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10743.896, Rec. Loss: 13915.97363281 | Total Loss: 13948.20507812
10/04/24 23:04:14 (0:07:57.26) | [3/10000] Batch 234 (0.011s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9750.604, Rec. Loss: 12627.34570312 | Total Loss: 12656.59765625
10/04/24 23:04:14 (0:07:57.30) | [3/10000] Batch 235 (0.011s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10399.075, Rec. Loss: 13467.26367188 | Total Loss: 13498.46093750
10/04/24 23:04:14 (0:07:57.35) | [3/10000] Batch 236 (0.012s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9191.547, Rec. Loss: 11889.86328125 | Total Loss: 11917.43750000
10/04/24 23:04:14 (0:07:57.39) | [3/10000] Batch 237 (0.011s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10366.995, Rec. Loss: 13429.77050781 | Total Loss: 13460.87109375
10/04/24 23:04:14 (0:07:57.43) | [3/10000] Batch 238 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10589.998, Rec. Loss: 13705.81250000 | Total Loss: 13737.58203125
10/04/24 23:04:14 (0:07:57.47) | [3/10000] Batch 239 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10107.947, Rec. Loss: 13083.10156250 | Total Loss: 13113.42578125
10/04/24 23:04:14 (0:07:57.51) | [3/10000] Batch 240 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10271.680, Rec. Loss: 13266.10449219 | Total Loss: 13296.91992188
10/04/24 23:04:14 (0:07:57.55) | [3/10000] Batch 241 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 11209.054, Rec. Loss: 14458.12597656 | Total Loss: 14491.75292969
10/04/24 23:04:14 (0:07:57.59) | [3/10000] Batch 242 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10524.689, Rec. Loss: 13639.96875000 | Total Loss: 13671.54296875
10/04/24 23:04:14 (0:07:57.62) | [3/10000] Batch 243 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 11681.413, Rec. Loss: 15098.81347656 | Total Loss: 15133.85742188
10/04/24 23:04:14 (0:07:57.66) | [3/10000] Batch 244 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10700.918, Rec. Loss: 13824.65917969 | Total Loss: 13856.76171875
10/04/24 23:04:15 (0:07:57.70) | [3/10000] Batch 245 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 8910.754, Rec. Loss: 11510.64843750 | Total Loss: 11537.38085938
10/04/24 23:04:15 (0:07:57.74) | [3/10000] Batch 246 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 11180.033, Rec. Loss: 14428.94531250 | Total Loss: 14462.48535156
10/04/24 23:04:15 (0:07:57.78) | [3/10000] Batch 247 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10996.142, Rec. Loss: 14149.16601562 | Total Loss: 14182.15429688
10/04/24 23:04:15 (0:07:57.82) | [3/10000] Batch 248 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10301.360, Rec. Loss: 13266.72851562 | Total Loss: 13297.63281250
10/04/24 23:04:15 (0:07:57.86) | [3/10000] Batch 249 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10713.490, Rec. Loss: 13860.25097656 | Total Loss: 13892.39160156
10/04/24 23:04:15 (0:07:57.90) | [3/10000] Batch 250 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9575.273, Rec. Loss: 12414.69921875 | Total Loss: 12443.42480469
10/04/24 23:04:15 (0:07:57.94) | [3/10000] Batch 251 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9938.107, Rec. Loss: 12868.61230469 | Total Loss: 12898.42675781
10/04/24 23:04:15 (0:07:57.98) | [3/10000] Batch 252 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10753.962, Rec. Loss: 13938.80175781 | Total Loss: 13971.06347656
10/04/24 23:04:15 (0:07:58.02) | [3/10000] Batch 253 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10868.487, Rec. Loss: 14038.76562500 | Total Loss: 14071.37109375
10/04/24 23:04:15 (0:07:58.06) | [3/10000] Batch 254 (0.010s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10320.532, Rec. Loss: 13345.50390625 | Total Loss: 13376.46582031
10/04/24 23:04:15 (0:07:58.10) | [3/10000] Batch 255 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 11240.751, Rec. Loss: 14517.18164062 | Total Loss: 14550.90429688
10/04/24 23:04:15 (0:07:58.15) | [3/10000] Batch 256 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10966.911, Rec. Loss: 14247.70312500 | Total Loss: 14280.60351562
10/04/24 23:04:15 (0:07:58.19) | [3/10000] Batch 257 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10215.598, Rec. Loss: 13253.66894531 | Total Loss: 13284.31542969
10/04/24 23:04:15 (0:07:58.23) | [3/10000] Batch 258 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9744.750, Rec. Loss: 12585.98730469 | Total Loss: 12615.22167969
10/04/24 23:04:15 (0:07:58.27) | [3/10000] Batch 259 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9647.810, Rec. Loss: 12497.60156250 | Total Loss: 12526.54492188
10/04/24 23:04:15 (0:07:58.31) | [3/10000] Batch 260 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10141.766, Rec. Loss: 13105.53027344 | Total Loss: 13135.95605469
10/04/24 23:04:15 (0:07:58.35) | [3/10000] Batch 261 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10898.245, Rec. Loss: 14126.39355469 | Total Loss: 14159.08789062
10/04/24 23:04:15 (0:07:58.39) | [3/10000] Batch 262 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10245.092, Rec. Loss: 13306.10156250 | Total Loss: 13336.83691406
10/04/24 23:04:15 (0:07:58.43) | [3/10000] Batch 263 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10503.830, Rec. Loss: 13604.24316406 | Total Loss: 13635.75488281
10/04/24 23:04:15 (0:07:58.47) | [3/10000] Batch 264 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9925.985, Rec. Loss: 12891.83691406 | Total Loss: 12921.61523438
10/04/24 23:04:15 (0:07:58.51) | [3/10000] Batch 265 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10831.689, Rec. Loss: 14009.92285156 | Total Loss: 14042.41796875
10/04/24 23:04:15 (0:07:58.55) | [3/10000] Batch 266 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10073.371, Rec. Loss: 13016.81347656 | Total Loss: 13047.03320312
10/04/24 23:04:15 (0:07:58.59) | [3/10000] Batch 267 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10665.278, Rec. Loss: 13853.31542969 | Total Loss: 13885.31152344
10/04/24 23:04:15 (0:07:58.62) | [3/10000] Batch 268 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10861.791, Rec. Loss: 14052.50781250 | Total Loss: 14085.09277344
10/04/24 23:04:15 (0:07:58.66) | [3/10000] Batch 269 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9728.213, Rec. Loss: 12594.27148438 | Total Loss: 12623.45605469
10/04/24 23:04:16 (0:07:58.70) | [3/10000] Batch 270 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9869.258, Rec. Loss: 12817.88867188 | Total Loss: 12847.49609375
10/04/24 23:04:16 (0:07:58.74) | [3/10000] Batch 271 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 11178.715, Rec. Loss: 14451.20605469 | Total Loss: 14484.74218750
10/04/24 23:04:16 (0:07:58.78) | [3/10000] Batch 272 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9927.565, Rec. Loss: 12807.15234375 | Total Loss: 12836.93457031
10/04/24 23:04:16 (0:07:58.82) | [3/10000] Batch 273 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9784.574, Rec. Loss: 12672.87988281 | Total Loss: 12702.23339844
10/04/24 23:04:16 (0:07:58.86) | [3/10000] Batch 274 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10587.947, Rec. Loss: 13776.91308594 | Total Loss: 13808.67675781
10/04/24 23:04:16 (0:07:58.90) | [3/10000] Batch 275 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10662.830, Rec. Loss: 13857.15136719 | Total Loss: 13889.13964844
10/04/24 23:04:16 (0:07:58.94) | [3/10000] Batch 276 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10658.766, Rec. Loss: 13796.06250000 | Total Loss: 13828.03906250
10/04/24 23:04:16 (0:07:58.98) | [3/10000] Batch 277 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 11059.455, Rec. Loss: 14368.59570312 | Total Loss: 14401.77441406
10/04/24 23:04:16 (0:07:59.02) | [3/10000] Batch 278 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10688.735, Rec. Loss: 13897.47558594 | Total Loss: 13929.54199219
10/04/24 23:04:16 (0:07:59.06) | [3/10000] Batch 279 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10245.484, Rec. Loss: 13292.74414062 | Total Loss: 13323.48046875
10/04/24 23:04:16 (0:07:59.10) | [3/10000] Batch 280 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10988.773, Rec. Loss: 14244.84863281 | Total Loss: 14277.81542969
10/04/24 23:04:16 (0:07:59.14) | [3/10000] Batch 281 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10326.524, Rec. Loss: 13410.33300781 | Total Loss: 13441.31250000
10/04/24 23:04:16 (0:07:59.17) | [3/10000] Batch 282 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10180.096, Rec. Loss: 13182.09960938 | Total Loss: 13212.63964844
10/04/24 23:04:16 (0:07:59.21) | [3/10000] Batch 283 (0.009s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10152.751, Rec. Loss: 13126.61230469 | Total Loss: 13157.07031250
10/04/24 23:04:16 (0:07:59.26) | [3/10000] Batch 284 (0.012s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 11116.207, Rec. Loss: 14394.03417969 | Total Loss: 14427.38281250
10/04/24 23:04:16 (0:07:59.30) | [3/10000] Batch 285 (0.012s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10039.066, Rec. Loss: 13061.06054688 | Total Loss: 13091.17773438
10/04/24 23:04:16 (0:07:59.34) | [3/10000] Batch 286 (0.012s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9868.941, Rec. Loss: 12812.08789062 | Total Loss: 12841.69433594
10/04/24 23:04:16 (0:07:59.38) | [3/10000] Batch 287 (0.012s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 9316.702, Rec. Loss: 12152.18945312 | Total Loss: 12180.13964844
10/04/24 23:04:16 (0:07:59.42) | [3/10000] Batch 288 (0.011s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 11125.916, Rec. Loss: 14428.99902344 | Total Loss: 14462.37695312
10/04/24 23:04:16 (0:07:59.47) | [3/10000] Batch 289 (0.010s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10123.629, Rec. Loss: 13119.13671875 | Total Loss: 13149.50781250
10/04/24 23:04:16 (0:07:59.51) | [3/10000] Batch 290 (0.010s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10421.306, Rec. Loss: 13538.06738281 | Total Loss: 13569.33105469
10/04/24 23:04:16 (0:07:59.55) | [3/10000] Batch 291 (0.010s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10262.332, Rec. Loss: 13361.62890625 | Total Loss: 13392.41601562
10/04/24 23:04:16 (0:07:59.60) | [3/10000] Batch 292 (0.010s) | LR: 1e-08 | KLW: 0.003, KLD (loss): 10875.990, Rec. Loss: 14144.75390625 | Total Loss: 14177.38183594
